,원자재코드,"생산작업지시구분(생산:A,생산제외:D)",작업지시타입(일반:WO/재투입:WR),"사업단위(평택:20000,태안:60000등)",생산작업요청일자,LOT번호,분할순번,제품코드,제품BOM차수,원자재투입순번,원자재명,원자재탱크번호,투입지시중량,투입지시비율,투입지시오차비율,투입지시단위,시방원재료적요,추가투입량(생산자판단),정지중량(유속흐름제어),스텝그룹넘버,비고
867,SR35904,A,WO,20000,2021-02-25,HR1021022527,0,PEMA013063800,166,7,Urea-20%,4,2200.0,22.0,0,KG,,0.0,40.0,1,
868,SR68222,A,WO,20000,2021-02-25,HR1021022527,0,PEMA013063800,166,3,소포제(MR-130),0,10.0,0.1,0,KG,,0.0,0.0,1,
869,SR11002,A,WO,20000,2021-02-25,HR1021022530,0,PEMA013108400,52,1,사용수,30,5380.8,67.26,0,KG,재활용수640kg적용,19.2,60.0,1,
870,SR13801,A,WO,20000,2021-02-25,HR1021022530,0,PEMA013108400,52,2,액상리그닌,3,8.0,0.1,0,KG,,0.0,0.0,1,
871,SR16002,A,WO,20000,2021-02-25,HR1021022530,0,PEMA013108400,52,5,글루콘산소다,2,160.0,2.0,0,KG,,0.0,40.0,1,
872,SR16600,A,WO,20000,2021-02-25,HR1021022530,0,PEMA013108400,52,8,RA-300S,1,160.0,2.0,0,KG,,0.0,5.0,1,
873,SR35224,A,WO,20000,2021-02-25,HR1021022530,0,PEMA013108400,52,6,WRE-770,18,1520.0,19.0,0,KG,,0.0,20.0,1,
874,SR35903,A,WO,20000,2021-02-25,HR1021022530,0,PEMA013108400,52,9,PCA3000,10,400.0,5.0,0,KG,마지막투입해주세요!,0.0,20.0,1,
875,SR35904,A,WO,20000,2021-02-25,HR1021022530,0,PEMA013108400,52,7,Urea-20%,4,360.0,4.5,0,KG,,0.0,25.0,1,
876,SR38117,A,WO,20000,2021-02-25,HR1021022530,0,PEMA013108400,52,3,PC소포제,0,3.2,0.04,0,KG,,0.0,0.0,1,
877,SR68222,A,WO,20000,2021-02-25,HR1021022530,0,PEMA013108400,52,4,소포제(MR-130),0,8.0,0.1,0,KG,,0.0,0.0,1,
878,SR11002,A,WO,20000,2021-02-25,HR1021022533,0,PEMA033088300,541,1,사용수,30,3207.5,64.15,0,KG,재활용수400kg적용,7.5,60.0,1,
879,SR13801,A,WO,20000,2021-02-25,HR1021022533,0,PEMA033088300,541,2,액상리그닌,3,2.5,0.05,0,KG,,0.0,0.0,1,
880,SR16600,A,WO,20000,2021-02-25,HR1021022533,0,PEMA033088300,541,7,RA-300S,1,100.0,2.0,0,KG,,0.0,5.0,1,
881,SR35224,A,WO,20000,2021-02-25,HR1021022533,0,PEMA033088300,541,4,WRE-770,18,850.0,17.0,0,KG,,0.0,20.0,1,
882,SR35225,A,WO,20000,2021-02-25,HR1021022533,0,PEMA033088300,541,5,WRE-550T,21,100.0,2.0,0,KG,,0.0,15.0,1,
883,SR35903,A,WO,20000,2021-02-25,HR1021022533,0,PEMA033088300,541,8,PCA3000,10,250.0,5.0,0,KG,마지막투입,0.0,30.0,1,
884,SR35904,A,WO,20000,2021-02-25,HR1021022533,0,PEMA033088300,541,6,Urea-20%,4,485.0,9.7,0,KG,,0.0,40.0,1,
885,SR68222,A,WO,20000,2021-02-25,HR1021022533,0,PEMA033088300,541,3,소포제(MR-130),0,5.0,0.1,0,KG,,0.0,0.0,1,
886,SR11002,A,WO,20000,2021-02-25,HR1021022534,0,PEMA033088300,540,1,사용수,30,4420.5,63.15,0,KG,재활용수560kg적용,10.5,60.0,1,
887,SR13801,A,WO,20000,2021-02-25,HR1021022534,0,PEMA033088300,540,2,액상리그닌,3,3.5,0.05,0,KG,,0.0,0.0,1,
888,SR16600,A,WO,20000,2021-02-25,HR1021022534,0,PEMA033088300,540,7,RA-300S,1,210.0,3.0,0,KG,,0.0,5.0,1,
889,SR35224,A,WO,20000,2021-02-25,HR1021022534,0,PEMA033088300,540,4,WRE-770,18,1190.0,17.0,0,KG,,0.0,20.0,1,
890,SR35225,A,WO,20000,2021-02-25,HR1021022534,0,PEMA033088300,540,5,WRE-550T,21,140.0,2.0,0,KG,,0.0,15.0,1,
891,SR35903,A,WO,20000,2021-02-25,HR1021022534,0,PEMA033088300,540,8,PCA3000,10,350.0,5.0,0,KG,마지막투입,0.0,30.0,1,
892,SR35904,A,WO,20000,2021-02-25,HR1021022534,0,PEMA033088300,540,6,Urea-20%,4,679.0,9.7,0,KG,,0.0,40.0,1,
893,SR68222,A,WO,20000,2021-02-25,HR1021022534,0,PEMA033088300,540,3,소포제(MR-130),0,7.0,0.1,0,KG,,0.0,0.0,1,
894,SR11002,A,WO,20000,2021-02-25,HR1021022535,0,PEMA13031400,188,1,사용수,30,5680.0,56.8,0,KG,재활용수800kg적용,20.0,60.0,1,
895,SR13801,A,WO,20000,2021-02-25,HR1021022535,0,PEMA13031400,188,2,액상리그닌,3,10.0,0.1,0,KG,,0.0,0.0,1,
896,SR16600,A,WO,20000,2021-02-25,HR1021022535,0,PEMA13031400,188,6,RA-300S,1,530.0,5.3,0,KG,,0.0,5.0,1,
897,SR35224,A,WO,20000,2021-02-25,HR1021022535,0,PEMA13031400,188,4,WRE-770,18,1300.0,13.0,0,KG,,0.0,20.0,1,
898,SR35903,A,WO,20000,2021-02-25,HR1021022535,0,PEMA13031400,188,7,PCA3000,10,500.0,5.0,0,KG,마지막투입,0.0,30.0,1,
899,SR35904,A,WO,20000,2021-02-25,HR1021022535,0,PEMA13031400,188,5,Urea-20%,4,1970.0,19.7,0,KG,,0.0,40.0,1,
900,SR68222,A,WO,20000,2021-02-25,HR1021022535,0,PEMA13031400,188,3,소포제(MR-130),0,10.0,0.1,0,KG,,0.0,0.0,1,
901,SR11002,A,WO,20000,2021-02-25,HR1021022536,0,PEMA013041507,12,1,사용수,30,3955.0,56.5,0,KG,재활용수560kg적용,21.0,60.0,1,
902,SR13801,A,WO,20000,2021-02-25,HR1021022536,0,PEMA013041507,12,2,액상리그닌,3,7.0,0.1,0,KG,,0.0,0.0,1,
903,SR16600,A,WO,20000,2021-02-25,HR1021022536,0,PEMA013041507,12,6,RA-300S,1,140.0,2.0,0,KG,,0.0,5.0,1,
904,SR35224,A,WO,20000,2021-02-25,HR1021022536,0,PEMA013041507,12,4,WRE-770,18,1085.0,15.5,0,KG,,0.0,20.0,1,
905,SR35903,A,WO,20000,2021-02-25,HR1021022536,0,PEMA013041507,12,7,PCA3000,10,329.0,4.7,0,KG,마지막투입,0.0,30.0,1,
906,SR35904,A,WO,20000,2021-02-25,HR1021022536,0,PEMA013041507,12,5,Urea-20%,4,1470.0,21.0,0,KG,,0.0,40.0,1,
907,SR68222,A,WO,20000,2021-02-25,HR1021022536,0,PEMA013041507,12,3,소포제(MR-130),0,14.0,0.2,0,KG,,0.0,0.0,1,
908,SR11002,A,WO,20000,2021-02-25,HR1021022537,0,PEMA013103100,30,1,사용수,30,4554.2,65.06,0,KG,재활용수560kg,10.5,60.0,1,
909,SR13801,A,WO,20000,2021-02-25,HR1021022537,0,PEMA013103100,30,2,액상리그닌,3,3.5,0.05,0,KG,,0.0,0.0,1,
910,SR16600,A,WO,20000,2021-02-25,HR1021022537,0,PEMA013103100,30,6,RA-300S,1,76.3,1.09,0,KG,,0.0,5.0,1,
911,SR35224,A,WO,20000,2021-02-25,HR1021022537,0,PEMA013103100,30,4,WRE-770,18,1260.0,18.0,0,KG,,0.0,20.0,1,
912,SR35903,A,WO,20000,2021-02-25,HR1021022537,0,PEMA013103100,30,7,PCA3000,10,420.0,6.0,0,KG,마지막 투입해주세요,0.0,20.0,1,
913,SR35904,A,WO,20000,2021-02-25,HR1021022537,0,PEMA013103100,30,5,Urea-20%,4,679.0,9.7,0,KG,,0.0,25.0,1,
914,SR68222,A,WO,20000,2021-02-25,HR1021022537,0,PEMA013103100,30,3,소포제(MR-130),0,7.0,0.1,0,KG,,0.0,0.0,1,
915,SR11002,A,WO,20000,2021-02-25,HR1521022436,0,PEMA053046500,240,1,사용수,30,3801.0,54.3,0,KG,재활용수560KG,14.0,45.0,1,
916,SR13801,A,WO,20000,2021-02-25,HR1521022436,0,PEMA053046500,240,2,액상리그닌,3,7.0,0.1,0,KG,,0.0,0.0,1,
917,SR16600,A,WO,20000,2021-02-25,HR1521022436,0,PEMA053046500,240,6,RA-300S,1,385.0,5.5,0,KG,,0.0,5.0,1,
918,SR35224,A,WO,20000,2021-02-25,HR1521022436,0,PEMA053046500,240,4,WRE-770,18,840.0,12.0,0,KG,,0.0,20.0,1,
919,SR35903,A,WO,20000,2021-02-25,HR1521022436,0,PEMA053046500,240,7,PCA3000,10,490.0,7.0,0,KG,마지막투입,0.0,30.0,1,
920,SR35904,A,WO,20000,2021-02-25,HR1521022436,0,PEMA053046500,240,5,Urea-20%,4,1470.0,21.0,0,KG,,0.0,40.0,1,
921,SR68222,A,WO,20000,2021-02-25,HR1521022436,0,PEMA053046500,240,3,소포제(MR-130),0,7.0,0.1,0,KG,,0.0,0.0,1,
922,SR11002,A,WO,20000,2021-02-25,HR1521022505,0,PEMA023110500,77,1,사용수,30,1788.0,59.6,0,KG,재활용수240Kg적용,4.5,45.0,1,
923,SR13801,A,WO,20000,2021-02-25,HR1521022505,0,PEMA023110500,77,2,액상리그닌,3,1.5,0.05,0,KG,,0.0,0.0,1,
924,SR16600,A,WO,20000,2021-02-25,HR1521022505,0,PEMA023110500,77,7,RA-300S,1,31.5,1.05,0,KG,,0.0,5.0,1,
925,SR35224,A,WO,20000,2021-02-25,HR1521022505,0,PEMA023110500,77,4,WRE-770,18,432.0,14.4,0,KG,,0.0,20.0,1,
926,SR35225,A,WO,20000,2021-02-25,HR1521022505,0,PEMA023110500,77,5,WRE-550T,21,528.0,17.6,0,KG,,0.0,15.0,1,
927,SR35904,A,WO,20000,2021-02-25,HR1521022505,0,PEMA023110500,77,6,Urea-20%,4,216.0,7.2,0,KG,,0.0,40.0,1,
928,SR68222,A,WO,20000,2021-02-25,HR1521022505,0,PEMA023110500,77,3,소포제(MR-130),0,3.0,0.1,0,KG,,0.0,0.0,1,
929,SR11002,A,WO,20000,2021-02-25,HR1521022506,0,PEMA023110500,76,1,사용수,30,1788.0,59.6,0,KG,재활용수240Kg적용,4.5,45.0,1,
930,SR13801,A,WO,20000,2021-02-25,HR1521022506,0,PEMA023110500,76,2,액상리그닌,3,1.5,0.05,0,KG,,0.0,0.0,1,
931,SR16600,A,WO,20000,2021-02-25,HR1521022506,0,PEMA023110500,76,7,RA-300S,1,31.5,1.05,0,KG,,0.0,5.0,1,
932,SR35224,A,WO,20000,2021-02-25,HR1521022506,0,PEMA023110500,76,4,WRE-770,18,432.0,14.4,0,KG,,0.0,20.0,1,
933,SR35225,A,WO,20000,2021-02-25,HR1521022506,0,PEMA023110500,76,5,WRE-550T,21,528.0,17.6,0,KG,,0.0,15.0,1,
934,SR35904,A,WO,20000,2021-02-25,HR1521022506,0,PEMA023110500,76,6,Urea-20%,4,216.0,7.2,0,KG,,0.0,40.0,1,
935,SR68222,A,WO,20000,2021-02-25,HR1521022506,0,PEMA023110500,76,3,소포제(MR-130),0,3.0,0.1,0,KG,,0.0,0.0,1,
936,SR11002,A,WO,20000,2021-02-25,HR1521022509,0,PEMA133057600,34,1,사용수,30,6560.0,65.6,0,KG,재활용수800kg적용,20.0,45.0,1,
937,SR13801,A,WO,20000,2021-02-25,HR1521022509,0,PEMA133057600,34,2,액상리그닌,3,10.0,0.1,0,KG,,0.0,0.0,1,
938,SR16600,A,WO,20000,2021-02-25,HR1521022509,0,PEMA133057600,34,8,RA-300S,1,320.0,3.2,0,KG,,0.0,5.0,1,
939,SR35218,A,WO,20000,2021-02-25,HR1521022509,0,PEMA133057600,34,4,WRE-580FX(55%),16,1000.0,10.0,0,KG,,0.0,15.0,1,
940,SR35224,A,WO,20000,2021-02-25,HR1521022509,0,PEMA133057600,34,5,WRE-770,18,600.0,6.0,0,KG,,0.0,20.0,1,
941,SR35225,A,WO,20000,2021-02-25,HR1521022509,0,PEMA133057600,34,6,WRE-550T,21,900.0,9.0,0,KG,,0.0,15.0,1,
942,SR35228,A,WO,20000,2021-02-25,HR1521022509,0,PEMA133057600,34,7,SRE-200SD-T,14,600.0,6.0,0,KG,,0.0,10.0,1,
943,SR68222,A,WO,20000,2021-02-25,HR1521022509,0,PEMA133057600,34,3,소포제(MR-130),0,10.0,0.1,0,KG,,0.0,0.0,1,
944,SR11002,A,WO,20000,2021-02-25,HR1521022513,0,PEMA053038600,3,1,사용수,30,2805.0,56.1,0,KG,재활용수400KG,10.0,60.0,1,
945,SR13801,A,WO,20000,2021-02-25,HR1521022513,0,PEMA053038600,3,2,액상리그닌,3,5.0,0.1,0,KG,,0.0,0.0,1,
946,SR16600,A,WO,20000,2021-02-25,HR1521022513,0,PEMA053038600,3,8,RA-300S,1,50.0,1.0,0,KG,,0.0,5.0,1,
947,SR35224,A,WO,20000,2021-02-25,HR1521022513,0,PEMA053038600,3,4,WRE-770,18,800.0,16.0,0,KG,,0.0,20.0,1,
948,SR35225,A,WO,20000,2021-02-25,HR1521022513,0,PEMA053038600,3,5,WRE-550T,21,100.0,2.0,0,KG,,0.0,15.0,1,
949,SR35228,A,WO,20000,2021-02-25,HR1521022513,0,PEMA053038600,3,6,SRE-200SD-T,14,400.0,8.0,0,KG,,0.0,10.0,1,
950,SR35903,A,WO,20000,2021-02-25,HR1521022513,0,PEMA053038600,3,9,PCA3000,10,350.0,7.0,0,KG,마지막투입,0.0,30.0,1,
951,SR35904,A,WO,20000,2021-02-25,HR1521022513,0,PEMA053038600,3,7,Urea-20%,4,485.0,9.7,0,KG,,0.0,40.0,1,
952,SR68222,A,WO,20000,2021-02-25,HR1521022513,0,PEMA053038600,3,3,소포제(MR-130),0,5.0,0.1,0,KG,,0.0,0.0,1,
953,SR11002,A,WO,20000,2021-02-25,HR1521022518,0,PEMA033006900,73,1,사용수,30,6230.0,62.3,0,KG,재활용수800kg,15.0,45.0,1,
954,SR13801,A,WO,20000,2021-02-25,HR1521022518,0,PEMA033006900,73,2,액상리그닌,3,5.0,0.05,0,KG,,0.0,0.0,1,
955,SR16600,A,WO,20000,2021-02-25,HR1521022518,0,PEMA033006900,73,8,RA-300S,1,110.0,1.1,0,KG,,0.0,5.0,1,
956,SR35224,A,WO,20000,2021-02-25,HR1521022518,0,PEMA033006900,73,4,WRE-770,18,1300.0,13.0,0,KG,,0.0,20.0,1,
957,SR35225,A,WO,20000,2021-02-25,HR1521022518,0,PEMA033006900,73,5,WRE-550T,21,880.0,8.8,0,KG,,0.0,15.0,1,
958,SR35228,A,WO,20000,2021-02-25,HR1521022518,0,PEMA033006900,73,6,SRE-200SD-T,14,1015.0,10.15,0,KG,,0.0,10.0,1,
959,SR35904,A,WO,20000,2021-02-25,HR1521022518,0,PEMA033006900,73,7,Urea-20%,4,450.0,4.5,0,KG,,0.0,40.0,1,
960,SR68222,A,WO,20000,2021-02-25,HR1521022518,0,PEMA033006900,73,3,소포제(MR-130),0,10.0,0.1,0,KG,,0.0,0.0,1,
961,SR11002,A,WO,20000,2021-02-25,HR1521022524,0,PEMA013007300,48,1,사용수,30,6065.0,60.65,0,KG,재활용수800KG,15.0,15.0,1,
962,SR13801,A,WO,20000,2021-02-25,HR1521022524,0,PEMA013007300,48,2,액상리그닌,3,5.0,0.05,0,KG,,0.0,0.0,1,
963,SR16600,A,WO,20000,2021-02-25,HR1521022524,0,PEMA013007300,48,8,RA-300S,1,280.0,2.8,0,KG,,0.0,5.0,1,
964,SR35224,A,WO,20000,2021-02-25,HR1521022524,0,PEMA013007300,48,4,WRE-770,18,2040.0,20.4,0,KG,,0.0,20.0,1,
965,SR35225,A,WO,20000,2021-02-25,HR1521022524,0,PEMA013007300,48,5,WRE-550T,21,450.0,4.5,0,KG,,0.0,15.0,1,
966,SR35228,A,WO,20000,2021-02-25,HR1521022524,0,PEMA013007300,48,6,SRE-200SD-T,14,750.0,7.5,0,KG,,0.0,10.0,1,
967,SR35904,A,WO,20000,2021-02-25,HR1521022524,0,PEMA013007300,48,7,Urea-20%,4,400.0,4.0,0,KG,,0.0,40.0,1,
968,SR68222,A,WO,20000,2021-02-25,HR1521022524,0,PEMA013007300,48,3,소포제(MR-130),0,10.0,0.1,0,KG,,0.0,0.0,1,
969,SR11002,A,WO,20000,2021-02-25,HR1521022525,0,PEMA013028200,90,1,사용수,30,6008.0,60.08,0,KG,재활용수금지,12.0,60.0,1,
970,SR16002,A,WO,20000,2021-02-25,HR1521022525,0,PEMA013028200,90,4,글루콘산소다,2,400.0,4.0,0,KG,,0.0,40.0,1,
971,SR16600,A,WO,20000,2021-02-25,HR1521022525,0,PEMA013028200,90,8,RA-300S,1,130.0,1.3,0,KG,,0.0,5.0,1,
972,SR35224,A,WO,20000,2021-02-25,HR1521022525,0,PEMA013028200,90,5,WRE-770,18,810.0,8.1,0,KG,,0.0,20.0,1,
973,SR35228,A,WO,20000,2021-02-25,HR1521022525,0,PEMA013028200,90,6,SRE-200SD-T,14,990.0,9.9,0,KG,,0.0,10.0,1,
974,SR35904,A,WO,20000,2021-02-25,HR1521022525,0,PEMA013028200,90,7,Urea-20%,4,1650.0,16.5,0,KG,,0.0,40.0,1,
975,SR38117,A,WO,20000,2021-02-25,HR1521022525,0,PEMA013028200,90,2,PC소포제,0,7.0,0.07,0,KG,,0.0,0.0,1,
976,SR68222,A,WO,20000,2021-02-25,HR1521022525,0,PEMA013028200,90,3,소포제(MR-130),0,5.0,0.05,0,KG,,0.0,0.0,1,
977,SR11002,A,WO,20000,2021-02-25,HR1521022528,0,PEMA013071300,58,1,사용수,30,3349.5,66.99,0,KG,재활용수금지,10.0,60.0,1,
978,SR35225,A,WO,20000,2021-02-25,HR1521022528,0,PEMA013071300,58,3,WRE-550T,21,1565.5,31.31,0,KG,,0.0,15.0,1,
979,SR35758,A,WO,20000,2021-02-25,HR1521022528,0,PEMA013071300,58,4,M30,7,75.0,1.5,0,KG,마지막투입,0.0,30.0,1,
980,SR38117,A,WO,20000,2021-02-25,HR1521022528,0,PEMA013071300,58,2,PC소포제,0,10.0,0.2,0,KG,,0.0,0.0,1,
981,SR11002,A,WO,20000,2021-02-25,HR1521022538,0,PEMA013120100,93,1,사용수,30,6795.0,67.95,0,KG,재활용수금지!,20.0,45.0,1,
982,SR13801,A,WO,20000,2021-02-25,HR1521022538,0,PEMA013120100,93,2,액상리그닌,3,10.0,0.1,0,KG,,0.0,0.0,1,
983,SR35218,A,WO,20000,2021-02-25,HR1521022538,0,PEMA013120100,93,4,WRE-580FX(55%),16,1850.0,18.5,0,KG,,0.0,15.0,1,
984,SR35225,A,WO,20000,2021-02-25,HR1521022538,0,PEMA013120100,93,5,WRE-550T,21,868.0,8.68,0,KG,,0.0,15.0,1,
985,SR35758,A,WO,20000,2021-02-25,HR1521022538,0,PEMA013120100,93,6,M30,7,467.0,4.67,0,KG,마지막 투입해주세요,0.0,30.0,1,
986,SR38117,A,WO,20000,2021-02-25,HR1521022538,0,PEMA013120100,93,3,PC소포제,0,10.0,0.1,0,KG,,0.0,0.0,1,
987,SR11002,A,WO,20000,2021-02-25,PCM221022519,0,PEMA063061300,136,1,사용수,30,3113.5,62.27,0,KG,재활용금지,15.0,60.0,1,
988,SR13801,A,WO,20000,2021-02-25,PCM221022519,0,PEMA063061300,136,2,액상리그닌,3,5.0,0.1,0,KG,,0.0,0.0,1,
989,SR16600,A,WO,20000,2021-02-25,PCM221022519,0,PEMA063061300,136,7,RA-300S,1,75.0,1.5,0,KG,,0.0,5.0,1,
990,SR35224,A,WO,20000,2021-02-25,PCM221022519,0,PEMA063061300,136,4,WRE-770,18,593.5,11.87,0,KG,,0.0,20.0,1,
991,SR35225,A,WO,20000,2021-02-25,PCM221022519,0,PEMA063061300,136,5,WRE-550T,21,423.0,8.46,0,KG,,0.0,15.0,1,
992,SR35556,A,WO,20000,2021-02-25,PCM221022519,0,PEMA063061300,136,6,PEMA-630XR,11,480.0,9.6,0,KG,,0.0,10.0,1,
993,SR35903,A,WO,20000,2021-02-25,PCM221022519,0,PEMA063061300,136,8,PCA3000,10,300.0,6.0,0,KG,마지막투입,0.0,30.0,1,
994,SR68222,A,WO,20000,2021-02-25,PCM221022519,0,PEMA063061300,136,3,소포제(MR-130),0,10.0,0.2,0,KG,,0.0,0.0,1,
995,SR11002,A,WO,20000,2021-02-25,PCM221022523,0,PEMA043031800,22,1,사용수,30,4844.0,69.2,0,KG,사용수+VK교반 후 PCA투입,14.0,60.0,1,
996,SR13801,A,WO,20000,2021-02-25,PCM221022523,0,PEMA043031800,22,2,액상리그닌,3,7.0,0.1,0,KG,,0.0,0.0,1,
997,SR16600,A,WO,20000,2021-02-25,PCM221022523,0,PEMA043031800,22,9,RA-300S,1,73.5,1.05,0,KG,,0.0,5.0,1,
998,SR34364,A,WO,20000,2021-02-25,PCM221022523,0,PEMA043031800,22,7,PEMA-550XD,15,588.0,8.4,0,KG,,0.0,10.0,1,
999,SR35500,A,WO,20000,2021-02-25,PCM221022523,0,PEMA043031800,22,6,PEMA-500FR,13,882.0,12.6,0,KG,,0.0,10.0,1,
1000,SR35904,A,WO,20000,2021-02-25,PCM221022523,0,PEMA043031800,22,8,Urea-20%,4,504.0,7.2,0,KG,,0.0,40.0,1,
1001,SR35905,A,WO,20000,2021-02-25,PCM221022523,0,PEMA043031800,22,5,VK1000,0,77.0,1.1,0,KG,,0.0,0.0,1,
1002,SR38117,A,WO,20000,2021-02-25,PCM221022523,0,PEMA043031800,22,3,PC소포제,0,7.0,0.1,0,KG,,0.0,0.0,1,
1003,SR68222,A,WO,20000,2021-02-25,PCM221022523,0,PEMA043031800,22,4,소포제(MR-130),0,17.5,0.25,0,KG,,0.0,0.0,1,
1004,SR11002,A,WO,20000,2021-02-25,PCMB21022520,0,PEMA073061300,157,1,사용수,30,3364.5,67.29,0,KG,재활용금지,12.5,60.0,1,
1005,SR13801,A,WO,20000,2021-02-25,PCMB21022520,0,PEMA073061300,157,2,액상리그닌,3,5.0,0.1,0,KG,,0.0,0.0,1,
1006,SR16600,A,WO,20000,2021-02-25,PCMB21022520,0,PEMA073061300,157,6,RA-300S,1,75.0,1.5,0,KG,,0.0,5.0,1,
1007,SR35210,A,WO,20000,2021-02-25,PCMB21022520,0,PEMA073061300,157,4,PEMA-WRE-600(5,0,585.0,11.7,0,KG,,0.0,0.0,1,
1008,SR35556,A,WO,20000,2021-02-25,PCMB21022520,0,PEMA073061300,157,5,PEMA-630XR,11,613.0,12.26,0,KG,,0.0,15.0,1,
1009,SR35903,A,WO,20000,2021-02-25,PCMB21022520,0,PEMA073061300,157,7,PCA3000,10,350.0,7.0,0,KG,마지막투입요망!!,0.0,30.0,1,
1010,SR68222,A,WO,20000,2021-02-25,PCMB21022520,0,PEMA073061300,157,3,소포제(MR-130),0,7.5,0.15,0,KG,,0.0,0.0,1,
1011,SR11002,A,WO,20000,2021-02-25,PR1021022503,0,PEMA023033303,151,1,사용수,30,11184.0,74.56,0,KG,,27.0,60.0,1,
1012,SR13801,A,WO,20000,2021-02-25,PR1021022503,0,PEMA023033303,151,2,액상리그닌,3,15.0,0.1,0,KG,,0.0,30.0,1,
1013,SR35218,A,WO,20000,2021-02-25,PR1021022503,0,PEMA023033303,151,4,WRE-580FX(55%),16,2577.0,17.18,0,KG,,0.0,15.0,1,
1014,SR35225,A,WO,20000,2021-02-25,PR1021022503,0,PEMA023033303,151,5,WRE-550T,21,1212.0,8.08,0,KG,,0.0,15.0,1,
1015,SR38117,A,WO,20000,2021-02-25,PR1021022503,0,PEMA023033303,151,3,PC소포제,0,12.0,0.08,0,KG,,0.0,0.0,1,
1016,SR11002,A,WO,20000,2021-02-25,SP1021022501,0,TSN4012001730,1,1,사용수,30,3296.5,65.93,0,KG,,3.5,60.0,1,
1017,SR34364,A,WO,20000,2021-02-25,SP1021022501,0,TSN4012001730,1,5,PEMA-550XD,15,320.0,6.4,0,KG,,0.0,10.0,1,
1018,SR35500,A,WO,20000,2021-02-25,SP1021022501,0,TSN4012001730,1,4,PEMA-500FR,13,800.0,16.0,0,KG,,0.0,10.0,1,
1019,SR35556,A,WO,20000,2021-02-25,SP1021022501,0,TSN4012001730,1,3,PEMA-630XR,11,580.0,11.6,0,KG,,0.0,15.0,1,
1020,SR38117,A,WO,20000,2021-02-25,SP1021022501,0,TSN4012001730,1,2,PC소포제,0,3.5,0.07,0,KG,,0.0,0.0,1,
1021,SR11002,A,WO,20000,2021-02-25,SR2021022507,0,PEMA043110500,43,1,사용수,30,534.8,53.48,0,KG,,2.2,45.0,1,
1022,SR13801,A,WO,20000,2021-02-25,SR2021022507,0,PEMA043110500,43,2,액상리그닌,3,0.5,0.05,0,KG,,0.0,0.0,1,
1023,SR16600,A,WO,20000,2021-02-25,SR2021022507,0,PEMA043110500,43,7,RA-300S,1,3.0,0.3,0,KG,,0.0,5.0,1,
1024,SR35224,A,WO,20000,2021-02-25,SR2021022507,0,PEMA043110500,43,5,WRE-770,18,260.0,26.0,0,KG,,0.0,20.0,1,
1025,SR35904,A,WO,20000,2021-02-25,SR2021022507,0,PEMA043110500,43,6,Urea-20%,4,200.0,20.0,0,KG,,0.0,40.0,1,
1026,SR38117,A,WO,20000,2021-02-25,SR2021022507,0,PEMA043110500,43,3,PC소포제,0,0.7,0.07,0,KG,,0.0,0.0,1,
1027,SR68222,A,WO,20000,2021-02-25,SR2021022507,0,PEMA043110500,43,4,소포제(MR-130),0,1.0,0.1,0,KG,,0.0,0.0,1,
1028,SR11002,A,WO,20000,2021-02-25,SR2021022508,0,PEMA043110500,42,1,사용수,30,534.8,53.48,0,KG,,2.2,45.0,1,
1029,SR13801,A,WO,20000,2021-02-25,SR2021022508,0,PEMA043110500,42,2,액상리그닌,3,0.5,0.05,0,KG,,0.0,0.0,1,
1030,SR16600,A,WO,20000,2021-02-25,SR2021022508,0,PEMA043110500,42,7,RA-300S,1,3.0,0.3,0,KG,,0.0,5.0,1,
1031,SR35224,A,WO,20000,2021-02-25,SR2021022508,0,PEMA043110500,42,5,WRE-770,18,260.0,26.0,0,KG,,0.0,20.0,1,
1032,SR35904,A,WO,20000,2021-02-25,SR2021022508,0,PEMA043110500,42,6,Urea-20%,4,200.0,20.0,0,KG,,0.0,40.0,1,
1033,SR38117,A,WO,20000,2021-02-25,SR2021022508,0,PEMA043110500,42,3,PC소포제,0,0.7,0.07,0,KG,,0.0,0.0,1,
1034,SR68222,A,WO,20000,2021-02-25,SR2021022508,0,PEMA043110500,42,4,소포제(MR-130),0,1.0,0.1,0,KG,,0.0,0.0,1,
1035,SR11002,A,WO,20000,2021-02-25,SR2021022512,0,PEMA023041301,27,1,사용수,30,2945.0,58.9,0,KG,,10.0,60.0,1,
1036,SR13801,A,WO,20000,2021-02-25,SR2021022512,0,PEMA023041301,27,2,액상리그닌,3,5.0,0.1,0,KG,,0.0,0.0,1,
1037,SR35218,A,WO,20000,2021-02-25,SR2021022512,0,PEMA023041301,27,4,WRE-580FX(55%),16,1545.0,30.9,0,KG,,0.0,15.0,1,
1038,SR35758,A,WO,20000,2021-02-25,SR2021022512,0,PEMA023041301,27,5,M30,7,500.0,10.0,0,KG,마지막에 투입해주세요.,0.0,30.0,1,
1039,SR38117,A,WO,20000,2021-02-25,SR2021022512,0,PEMA023041301,27,3,PC소포제,0,5.0,0.1,0,KG,,0.0,0.0,1,
1040,SR11002,A,WO,20000,2021-02-25,SR2021022532,0,PEMA033072700,35,1,사용수,30,2810.5,56.21,0,KG,,8.5,45.0,1,
1041,SR13801,A,WO,20000,2021-02-25,SR2021022532,0,PEMA033072700,35,2,액상리그닌,3,5.0,0.1,0,KG,,0.0,0.0,1,
