,거래처코드,제품코드,수주량,수주단가,수주금액,수주일자,납기일자,제품명
8108,2004400,PEMA023002000,10000,1530,15300000,2020-01-24,2020-01-27,CSA5000
8109,2004100,PEMA023002000,10000,2236,22360000,2020-02-13,2020-02-16,CSA5000
8119,2004100,PEMA023002000,10000,2236,22360000,2020-12-06,2020-12-09,CSA5000
8120,2004800,PEMA033008200,10000,1534,15340000,2020-01-24,2020-01-27,PEMA-HR1000
8126,2005100,PEMA013080117,8000,1537,12296000,2020-01-24,2020-01-27,PEMA-HR1000
8138,2006100,PEMA023132100,4000,1547,6188000,2020-01-24,2020-01-27,PEMA-SP1000
8144,2006200,PEMA043062007,7000,1548,10836000,2020-01-24,2020-01-27,PEMA-SR2000
8145,2005000,PEMA043062007,7000,1962,13734000,2020-02-07,2020-02-07,PEMA-SR2000
8146,2003100,PEMA043062007,7000,2226,15582000,2020-02-12,2020-02-15,PEMA-SR2000
8147,2006606,PEMA043062007,7000,2263,15841000,2020-02-13,2020-02-16,PEMA-SR2000
8148,2003100,PEMA043062007,7000,2439,17073000,2020-02-20,2020-02-23,PEMA-SR2000
8171,2003100,PEMA043062007,7000,2226,15582000,2020-12-05,2020-12-08,PEMA-SR2000
8172,2006606,PEMA043062007,7000,2263,15841000,2020-12-06,2020-12-09,PEMA-SR2000
8173,2003100,PEMA043062007,7000,2439,17073000,2020-12-13,2020-12-16,PEMA-SR2000
8174,2003100,PEMA043062007,7000,2439,17073000,2020-12-23,2020-12-26,PEMA-SR2000
8175,2006612,PEMA013109600,10000,1555,15550000,2020-01-25,2020-01-28,CSA4000
8176,2003600,PEMA013109600,10000,2444,24440000,2020-02-21,2020-02-24,CSA4000
8186,2003600,PEMA013109600,10000,2444,24440000,2020-12-14,2020-12-17,CSA4000
8187,2003600,PEMA013109600,10000,2444,24440000,2020-12-24,2020-12-27,CSA4000
8188,2006900,PEMA023006200,10000,1558,15580000,2020-01-25,2020-01-28,CSA5000
8189,2001600,PEMA023006200,10000,2354,23540000,2020-02-18,2020-02-21,CSA5000
8199,2001600,PEMA023006200,10000,2354,23540000,2020-12-11,2020-12-14,CSA5000
8200,2007400,PEMA033067600,10000,1563,15630000,2020-01-25,2020-01-28,PEMA-HR1000
8206,2007500,PEMA013078017,10000,1564,15640000,2020-01-25,2020-01-28,PEMA-HR1000
8207,2002700,PEMA013078017,10000,2364,23640000,2020-02-18,2020-02-21,PEMA-HR1000
8217,2002700,PEMA013078017,10000,2364,23640000,2020-12-11,2020-12-14,PEMA-HR1000
8218,2001500,PEMA013901100,10000,1572,15720000,2020-01-25,2020-01-28,PEMA-HR1500
8219,2005900,PEMA013901100,10000,2042,20420000,2020-02-07,2020-02-09,PEMA-HR1500
8236,2001600,PEMA023125100,10000,1573,15730000,2020-01-25,2020-01-28,PEMA-HR1500
8246,2004200,PEMA023125100,10000,2522,25220000,2020-12-15,2020-12-18,PEMA-HR1500
8247,2004200,PEMA023125100,10000,2522,25220000,2020-12-25,2020-12-28,PEMA-HR1500
8248,2002300,PEMA013091800,5000,1579,7895000,2020-01-25,2020-01-28,PEMA-PR1000
8254,2003000,PEMA013129803,4000,1586,6344000,2020-01-25,2020-01-28,PEMA-PR2000
8255,2002500,PEMA013129803,4000,2007,8028000,2020-02-07,2020-02-08,PEMA-PR2000
8266,2003100,TSN4012056000,2800,1587,4443600,2020-01-25,2020-01-28,PEMA-SN400
8272,2003900,PEMA053054200,10000,1595,15950000,2020-01-26,2020-01-29,CSA5000
8273,2007600,PEMA053054200,10000,2275,22750000,2020-02-14,2020-02-17,CSA5000
8287,2007600,PEMA053054200,10000,2275,22750000,2020-12-07,2020-12-10,CSA5000
8288,2005900,PEMA053054200,10000,2681,26810000,2020-12-21,2020-12-24,CSA5000
8289,2005900,PEMA053054200,10000,2681,26810000,2020-12-31,2021-01-03,CSA5000
8290,2004000,PEMA013024500,10000,1596,15960000,2020-01-26,2020-01-29,CSA5000
8300,2006300,PEMA013024500,10000,2685,26850000,2020-12-21,2020-12-24,CSA5000
8301,2006300,PEMA013024500,10000,2685,26850000,2020-12-31,2021-01-03,CSA5000
8302,2004100,PEMA023035314,7000,1597,11179000,2020-01-26,2020-01-29,CSA5000
8303,2004700,PEMA023035314,7000,1888,13216000,2020-02-04,2020-02-07,CSA5000
8304,2003900,PEMA023035314,7000,2376,16632000,2020-02-19,2020-02-22,CSA5000
8323,2003900,PEMA023035314,7000,2376,16632000,2020-12-12,2020-12-15,CSA5000
8325,2003900,PEMA023035314,7000,2376,16632000,2020-12-22,2020-12-25,CSA5000
8327,2004300,PEMA023001800,10000,1600,16000000,2020-01-26,2020-01-29,CSA5000
8328,2004000,PEMA023001800,10000,2377,23770000,2020-02-19,2020-02-22,CSA5000
8338,2004000,PEMA023001800,10000,2377,23770000,2020-12-12,2020-12-15,CSA5000
8339,2004000,PEMA023001800,10000,2377,23770000,2020-12-22,2020-12-25,CSA5000
8340,2004400,PEMA013130300,10000,1601,16010000,2020-01-26,2020-01-29,CSA5000
8341,2007500,PEMA013130300,10000,2274,22740000,2020-02-13,2020-02-16,CSA5000
8342,2003900,PEMA013130300,10000,2447,24470000,2020-02-20,2020-02-23,CSA5000
8356,2007500,PEMA013130300,10000,2274,22740000,2020-12-06,2020-12-09,CSA5000
8357,2003900,PEMA013130300,10000,2447,24470000,2020-12-13,2020-12-16,CSA5000
8358,2003900,PEMA013130300,10000,2447,24470000,2020-12-23,2020-12-26,CSA5000
8359,2004700,PEMA013120900,10000,1604,16040000,2020-01-26,2020-01-29,PEMA-HR1000
8365,2005000,PEMA013901300,4000,1607,6428000,2020-01-26,2020-01-29,PEMA-HR1000
8366,2007600,PEMA013901300,4000,2204,8816000,2020-02-12,2020-02-15,PEMA-HR1000
8376,2007600,PEMA013901300,4000,2204,8816000,2020-12-05,2020-12-08,PEMA-HR1000
8377,2005400,PEMA013081200,10000,1611,16110000,2020-01-26,2020-01-29,PEMA-HR1500
8383,2005500,PEMA013091400,10000,1612,16120000,2020-01-26,2020-01-29,PEMA-HR1500
8389,2005600,PEMA023129500,10000,1613,16130000,2020-01-26,2020-01-29,PEMA-HR1500
8395,2005800,PEMA043061100,10000,1615,16150000,2020-01-26,2020-01-29,PEMA-HR1500
8401,2005900,PEMA023000210,5000,1616,8080000,2020-01-26,2020-01-29,PEMA-HR1500
8402,2002800,PEMA023000210,5000,2152,10760000,2020-02-09,2020-02-12,PEMA-HR1500
8412,2002800,PEMA023000210,5000,2152,10760000,2020-12-02,2020-12-05,PEMA-HR1500
8413,2006300,PEMA023080008,5000,1620,8100000,2020-01-26,2020-01-29,PEMA-PCM2000
8414,2005500,PEMA023080008,5000,2180,10900000,2020-02-11,2020-02-14,PEMA-PCM2000
8424,2005500,PEMA023080008,5000,2180,10900000,2020-12-04,2020-12-07,PEMA-PCM2000
8425,2006609,PEMA013131000,1000,1625,1625000,2020-01-26,2020-01-29,PEMA-PR2000
8426,2002700,PEMA013131000,1000,2222,2222000,2020-02-11,2020-02-14,PEMA-PR2000
8436,2002700,PEMA013131000,1000,2222,2222000,2020-12-04,2020-12-07,PEMA-PR2000
8437,2006612,PEMA033045300,10000,1626,16260000,2020-01-26,2020-01-29,PEMA-SR2000
8443,2006800,PEMA033061000,3000,1628,4884000,2020-01-26,2020-01-29,PEMA-SR2000
8449,2007700,PEMA013029200,10000,1637,16370000,2020-01-26,2020-01-29,CSA4000
8455,2007800,PEMA043069400,10000,1638,16380000,2020-01-26,2020-01-29,CSA5000
8461,2001102,PEMA013107700,8000,1639,13112000,2020-01-27,2020-01-30,CSA5000
8462,2004000,PEMA013107700,8000,2235,17880000,2020-02-13,2020-02-16,CSA5000
8472,2004000,PEMA013107700,8000,2235,17880000,2020-12-06,2020-12-09,CSA5000
8473,2001700,PEMA013103400,10000,1645,16450000,2020-01-27,2020-01-30,PEMA-HR1000
8474,2005900,PEMA013103400,5000,2113,10565000,2020-02-08,2020-02-11,PEMA-HR1000
8475,2005500,PEMA013103400,9000,2322,20898000,2020-02-15,2020-02-18,PEMA-HR1000
8493,2005900,PEMA013103400,5000,2113,10565000,2020-12-01,2020-12-04,PEMA-HR1000
8494,2005500,PEMA013103400,9000,2322,20898000,2020-12-08,2020-12-11,PEMA-HR1000
8495,2002700,PEMA013103400,5000,2506,12530000,2020-12-15,2020-12-18,PEMA-HR1000
8496,2002700,PEMA013103400,5000,2506,12530000,2020-12-25,2020-12-28,PEMA-HR1000
8497,2002000,PEMA013117700,5000,1647,8235000,2020-01-27,2020-01-30,PEMA-HR1000
8503,2002400,PEMA013002700,10000,1651,16510000,2020-01-27,2020-01-30,PEMA-HR1000
8504,2004400,PEMA013002700,10000,2027,20270000,2020-02-07,2020-02-09,PEMA-HR1000
8505,2005100,PEMA013002700,10000,2460,24600000,2020-02-21,2020-02-24,PEMA-HR1000
8520,2005100,PEMA013002700,10000,2460,24600000,2020-12-14,2020-12-17,PEMA-HR1000
8521,2005100,PEMA013002700,10000,2460,24600000,2020-12-24,2020-12-27,PEMA-HR1000
8522,2002500,PEMA013114200,10000,1652,16520000,2020-01-27,2020-01-30,PEMA-HR1000
8528,2002600,PEMA033090200,8000,1653,13224000,2020-01-27,2020-01-30,PEMA-HR1000
8534,2003500,PEMA013107000,10000,1662,16620000,2020-01-27,2020-01-30,PEMA-HR1500
8535,2006606,PEMA013107000,10000,2121,21210000,2020-02-08,2020-02-11,PEMA-HR1500
8545,2006606,PEMA013107000,10000,2121,21210000,2020-12-01,2020-12-04,PEMA-HR1500
8546,2003600,PEMA023001400,10000,1663,16630000,2020-01-27,2020-01-30,PEMA-HR1500
8552,2004100,PEMA033043200,7000,1668,11676000,2020-01-27,2020-01-30,PEMA-SR2000
8553,2006400,PEMA033043200,7000,2047,14329000,2020-02-07,2020-02-09,PEMA-SR2000
8554,2002900,PEMA033043200,7000,2437,17059000,2020-02-20,2020-02-23,PEMA-SR2000
8569,2002900,PEMA033043200,7000,2437,17059000,2020-12-13,2020-12-16,PEMA-SR2000
8570,2002900,PEMA033043200,7000,2437,17059000,2020-12-23,2020-12-26,PEMA-SR2000
8571,2004104,PEMA053041502,7000,1669,11683000,2020-01-27,2020-01-30,PEMA-SR2000
8572,2001102,PEMA053041502,7000,2136,14952000,2020-02-08,2020-02-11,PEMA-SR2000
8573,2005800,PEMA053041502,6000,2396,14376000,2020-02-19,2020-02-22,PEMA-SR2000
8591,2001102,PEMA053041502,7000,2136,14952000,2020-12-01,2020-12-04,PEMA-SR2000
8592,2005800,PEMA053041502,6000,2396,14376000,2020-12-12,2020-12-15,PEMA-SR2000
8593,2007302,PEMA053041502,6000,2713,16278000,2020-12-21,2020-12-24,PEMA-SR2000
8594,2005800,PEMA053041502,6000,2396,14376000,2020-12-22,2020-12-25,PEMA-SR2000
8595,2007302,PEMA053041502,6000,2713,16278000,2020-12-31,2021-01-03,PEMA-SR2000
8596,2004200,PEMA013132700,5000,1670,8350000,2020-01-27,2020-01-30,PEMA-SR2000
8615,2006609,PEMA013103801,10000,2406,24060000,2020-02-20,2020-02-23,CSA5000
8625,2006609,PEMA013103801,10000,2406,24060000,2020-12-13,2020-12-16,CSA5000
8626,2006609,PEMA013103801,10000,2406,24060000,2020-12-23,2020-12-26,CSA5000
8627,2005500,PEMA013055600,10000,1683,16830000,2020-01-27,2020-01-30,PEMA-HR1000
8628,2007000,PEMA013055600,3000,1985,5955000,2020-02-07,2020-02-07,PEMA-HR1000
8643,2005100,PEMA013055600,10000,2602,26020000,2020-12-18,2020-12-21,PEMA-HR1000
8644,2005100,PEMA013055600,10000,2602,26020000,2020-12-28,2020-12-31,PEMA-HR1000
8646,2002200,PEMA023083500,10000,2146,21460000,2020-02-09,2020-02-12,PEMA-HR1000
8660,2002200,PEMA023083500,10000,2146,21460000,2020-12-02,2020-12-05,PEMA-HR1000
8661,2006300,PEMA023083500,10000,2614,26140000,2020-12-19,2020-12-22,PEMA-HR1000
8662,2006300,PEMA023083500,10000,2614,26140000,2020-12-29,2021-01-01,PEMA-HR1000
8670,2001800,PEMA013084200,10000,2285,22850000,2020-02-14,2020-02-17,PEMA-HR1000
8680,2001800,PEMA013084200,10000,2285,22850000,2020-12-07,2020-12-10,PEMA-HR1000
8700,2006300,PEMA013052401,2000,2472,4944000,2020-02-21,2020-02-24,PEMA-HR1000
8701,2006400,PEMA013052401,4000,2473,9892000,2020-02-21,2020-02-24,PEMA-HR1000
8715,2006300,PEMA013052401,2000,2472,4944000,2020-12-14,2020-12-17,PEMA-HR1000
8716,2006400,PEMA013052401,4000,2473,9892000,2020-12-14,2020-12-17,PEMA-HR1000
8717,2006300,PEMA013052401,2000,2472,4944000,2020-12-24,2020-12-27,PEMA-HR1000
8718,2006400,PEMA013052401,4000,2473,9892000,2020-12-24,2020-12-27,PEMA-HR1000
8731,2006800,PEMA343022500,10000,1699,16990000,2020-01-28,2020-01-31,PEMA-HR1500
8743,2006900,PEMA353022500,10000,1700,17000000,2020-01-28,2020-01-31,PEMA-HR1500
8744,2006600,PEMA353022500,10000,2120,21200000,2020-02-08,2020-02-11,PEMA-HR1500
8745,2006600,PEMA353022500,10000,2475,24750000,2020-02-21,2020-02-24,PEMA-HR1500
8759,2006600,PEMA353022500,10000,2120,21200000,2020-12-01,2020-12-04,PEMA-HR1500
8760,2006600,PEMA353022500,10000,2475,24750000,2020-12-14,2020-12-17,PEMA-HR1500
8761,2006600,PEMA353022500,10000,2475,24750000,2020-12-24,2020-12-27,PEMA-HR1500
8762,2007000,PEMA013033510,15000,1701,25515000,2020-01-27,2020-01-30,PEMA-PR1000
8763,2001500,PEMA013033510,15000,2424,36360000,2020-02-20,2020-02-23,PEMA-PR1000
8773,2001500,PEMA013033510,15000,2424,36360000,2020-12-13,2020-12-16,PEMA-PR1000
8774,2001500,PEMA013033510,15000,2424,36360000,2020-12-23,2020-12-26,PEMA-PR1000
8775,2007200,TSN4012015211,10000,1703,17030000,2020-01-28,2020-01-31,PEMA-SN400
8781,2007400,PEMA023071000,7000,1705,11935000,2020-01-28,2020-01-31,PEMA-SR3000F
8782,2006606,PEMA023071000,7000,2334,16338000,2020-02-15,2020-02-18,PEMA-SR3000F
8792,2006606,PEMA023071000,7000,2334,16338000,2020-12-08,2020-12-11,PEMA-SR3000F
8793,2007500,PEMA043109600,5000,1706,8530000,2020-01-28,2020-01-31,PEMA-SR3000F
8799,2007600,PEMA043043500,10000,1707,17070000,2020-01-28,2020-01-31,PEMA-SR3000F
8805,2001102,PEMA043107900,10000,1710,17100000,2020-01-28,2020-01-31,CSA5000
8811,2001200,PEMA013056200,10000,1711,17110000,2020-01-28,2020-01-31,PEMA-HR1000
8817,2001300,PEMA013114800,10000,1712,17120000,2020-01-29,2020-02-01,PEMA-HR1000
8827,2006500,PEMA013114800,10000,2616,26160000,2020-12-19,2020-12-22,PEMA-HR1000
8828,2006500,PEMA013114800,10000,2616,26160000,2020-12-29,2021-01-01,PEMA-HR1000
8829,2001600,PEMA033127000,7000,1715,12005000,2020-01-29,2020-02-01,PEMA-HR1000
8830,2001700,PEMA033127000,3000,1716,5148000,2020-01-29,2020-02-01,PEMA-HR1000
8841,2001800,PEMA023074200,10000,1717,17170000,2020-01-29,2020-02-01,PEMA-HR1000
8847,2002200,PEMA013023009,10000,1720,17200000,2020-01-29,2020-02-01,PEMA-HR1500
8853,2002600,PEMA023120100,10000,1724,17240000,2020-01-29,2020-02-01,PEMA-SR2000
8859,2003000,PEMA013129600,2000,1728,3456000,2020-01-31,2020-02-03,CSA4000
8865,2003100,PEMA043015600,10000,1729,17290000,2020-01-28,2020-01-31,CSA5000
8866,2006500,PEMA043015600,5000,1977,9885000,2020-02-07,2020-02-08,CSA5000
8881,2001400,PEMA043015600,10000,2565,25650000,2020-12-18,2020-12-21,CSA5000
8882,2001400,PEMA043015600,10000,2565,25650000,2020-12-28,2020-12-31,CSA5000
8883,2003800,PEMA053051700,10000,1736,17360000,2020-01-31,2020-02-03,PEMA-HR1000
8889,2005100,PEMA023006800,10000,1750,17500000,2020-01-31,2020-02-03,PEMA-HR1500
8890,2005200,PEMA023006800,5000,1751,8755000,2020-01-31,2020-02-03,PEMA-HR1500
8907,2006609,PEMA023054200,10000,1767,17670000,2020-02-01,2020-02-04,PEMA-HR1000
8913,2006800,PEMA013057200,10000,1770,17700000,2020-02-01,2020-02-04,PEMA-HR1000
8923,2006500,PEMA013057200,10000,2687,26870000,2020-12-21,2020-12-24,PEMA-HR1000
8924,2006500,PEMA013057200,10000,2687,26870000,2020-12-31,2021-01-03,PEMA-HR1000
8925,2007000,PEMA023076500,10000,1772,17720000,2020-02-01,2020-02-04,PEMA-HR1000
8931,2007200,PEMA033099600,10000,1774,17740000,2020-02-01,2020-02-04,PEMA-HR1000
8937,2007302,PEMA013048505,7000,1775,12425000,2020-02-01,2020-02-04,PEMA-HR1000
8943,2007500,PEMA033006000,6000,1777,10662000,2020-02-01,2020-02-04,PEMA-HR1000
8949,2001200,PEMA013128400,5000,1782,8910000,2020-02-01,2020-02-04,PEMA-HR1500
8961,2001500,PEMA053040700,11000,1785,19635000,2020-02-01,2020-02-04,PEMA-HR1500
8973,2001600,PEMA053056800,10000,1786,17860000,2020-02-01,2020-02-04,PEMA-HR1500
8979,2002300,PEMA043122100,5000,1792,8960000,2020-02-01,2020-02-04,PEMA-SR2000
8991,2002400,PEMA013133200,5000,1793,8965000,2020-02-01,2020-02-04,PEMA-SR2000
8997,2002800,PEMA033031600,8000,1797,14376000,2020-02-02,2020-02-05,CSA5000
8998,2004104,PEMA033031600,8000,2308,18464000,2020-02-14,2020-02-17,CSA5000
9008,2004104,PEMA033031600,8000,2308,18464000,2020-12-07,2020-12-10,CSA5000
9009,2003200,PEMA033038100,8000,1801,14408000,2020-02-02,2020-02-05,CSA5000
9019,2005900,PEMA033038100,8000,2539,20312000,2020-12-16,2020-12-19,CSA5000
9020,2005900,PEMA033038100,8000,2539,20312000,2020-12-26,2020-12-29,CSA5000
9021,2003300,PEMA013091500,10000,1802,18020000,2020-02-02,2020-02-05,CSA5000
9022,2003800,PEMA013091500,10000,2375,23750000,2020-02-19,2020-02-22,CSA5000
9032,2003800,PEMA013091500,10000,2375,23750000,2020-12-12,2020-12-15,CSA5000
9033,2003800,PEMA013091500,10000,2375,23750000,2020-12-22,2020-12-25,CSA5000
9034,2003400,PEMA023038000,7000,1803,12621000,2020-02-02,2020-02-05,CSA5000
9035,2005100,PEMA023038000,7000,1892,13244000,2020-02-04,2020-02-07,CSA5000
9036,2001700,PEMA023038000,7000,2355,16485000,2020-02-18,2020-02-21,CSA5000
9051,2001700,PEMA023038000,7000,2355,16485000,2020-12-11,2020-12-14,CSA5000
9052,2003700,PEMA033043500,10000,1806,18060000,2020-02-02,2020-02-05,PEMA-HR1000
9062,2003500,PEMA033043500,10000,2514,25140000,2020-12-15,2020-12-18,PEMA-HR1000
9063,2003500,PEMA033043500,10000,2514,25140000,2020-12-25,2020-12-28,PEMA-HR1000
9064,2003800,PEMA013030401,8000,1807,14456000,2020-02-02,2020-02-05,PEMA-HR1000
9065,2001700,PEMA013030401,8000,2000,16000000,2020-02-07,2020-02-08,PEMA-HR1000
9084,2001700,PEMA013030401,8000,2568,20544000,2020-12-18,2020-12-21,PEMA-HR1000
9085,2003500,PEMA013030401,8000,2656,21248000,2020-12-20,2020-12-23,PEMA-HR1000
9086,2001700,PEMA013030401,8000,2568,20544000,2020-12-28,2020-12-31,PEMA-HR1000
9087,2003500,PEMA013030401,8000,2656,21248000,2020-12-30,2021-01-02,PEMA-HR1000
9088,2004000,PEMA013060900,9000,1809,16281000,2020-02-02,2020-02-05,PEMA-HR1000
9094,2004200,PEMA013012300,10000,1812,18120000,2020-02-02,2020-02-05,PEMA-HR1000
9100,2004300,PEMA023064500,10000,1813,18130000,2020-02-02,2020-02-05,PEMA-HR1000
9106,2004901,PEMA043078008,10000,1819,18190000,2020-02-02,2020-02-05,PEMA-HR1000
9112,2005100,PEMA033058615,3000,1821,5463000,2020-02-02,2020-02-05,PEMA-PCM2000
9113,2007100,PEMA033058615,6000,1915,11490000,2020-02-03,2020-02-06,PEMA-PCM2000
9124,2005600,PEMA063088300,5000,1826,9130000,2020-02-02,2020-02-05,PEMA-SR2000
9130,2005800,PEMA013052200,10000,1828,18280000,2020-02-02,2020-02-05,PEMA-SR2000
9131,2004000,PEMA013052200,9000,1880,16920000,2020-02-03,2020-02-06,PEMA-SR2000
9142,2006000,PEMA023124800,3000,1830,5490000,2020-02-02,2020-02-05,PEMA-SR3000F
9148,2006100,PEMA033006300,5000,1831,9155000,2020-02-02,2020-02-05,PEMA-SR3000F
9154,2006200,PEMA033090700,15000,1832,27480000,2020-02-02,2020-02-05,SRE-200
9160,2007000,PEMA013061900,5000,1843,9215000,2020-02-03,2020-02-06,CSA5000
9170,2001600,PEMA013061900,10000,2567,25670000,2020-12-18,2020-12-21,CSA5000
9171,2001600,PEMA013061900,10000,2567,25670000,2020-12-28,2020-12-31,CSA5000
9172,2001700,PEMA013080109,5000,1858,9290000,2020-02-03,2020-02-06,PEMA-HR1000
9178,2001800,PEMA023100500,10000,1859,18590000,2020-02-03,2020-02-06,PEMA-HR1000
9184,2002000,PEMA013089220,8000,1860,14880000,2020-02-03,2020-02-06,PEMA-HR1000
9185,2006612,PEMA013089220,8000,2407,19256000,2020-02-19,2020-02-22,PEMA-HR1000
9199,2006612,PEMA013089220,8000,2407,19256000,2020-12-12,2020-12-15,PEMA-HR1000
9200,2006400,PEMA013089220,8000,2544,20352000,2020-12-15,2020-12-18,PEMA-HR1000
9201,2006612,PEMA013089220,8000,2407,19256000,2020-12-22,2020-12-25,PEMA-HR1000
9202,2006400,PEMA013089220,8000,2544,20352000,2020-12-25,2020-12-28,PEMA-HR1000
9203,2003200,PEMA023032100,10000,1872,18720000,2020-02-03,2020-02-06,PEMA-HR1500
9204,2005600,PEMA023032100,10000,2252,22520000,2020-02-13,2020-02-16,PEMA-HR1500
9218,2005600,PEMA023032100,10000,2252,22520000,2020-12-06,2020-12-09,PEMA-HR1500
9219,2007000,PEMA023032100,10000,2624,26240000,2020-12-19,2020-12-22,PEMA-HR1500
9220,2007000,PEMA023032100,10000,2624,26240000,2020-12-29,2021-01-01,PEMA-HR1500
9221,2003400,PEMA043048519,6000,1874,11244000,2020-02-03,2020-02-06,PEMA-HR1500
9227,2003500,PEMA033084300,10000,1875,18750000,2020-02-03,2020-02-06,PEMA-HR1500
9233,2003700,PEMA013126700,5000,1877,9385000,2020-02-03,2020-02-06,PEMA-HR1500
9239,2004100,PEMA023014200,5000,1881,9405000,2020-02-03,2020-02-06,PEMA-SR2000
9245,2004104,PEMA033126700,5000,1882,9410000,2020-02-03,2020-02-06,PEMA-SR2000
9251,2004300,PEMA063021700,5000,1884,9420000,2020-02-03,2020-02-06,PEMA-SR5000F
9257,2004800,PEMA93060000,17000,1889,32113000,2020-02-04,2020-02-07,CSA5000
9263,2005400,PEMA033030002,10000,1895,18950000,2020-02-04,2020-02-07,PEMA-HR1000
9273,2005300,PEMA033030002,7000,2604,18228000,2020-12-19,2020-12-22,PEMA-HR1000
9274,2005300,PEMA033030002,7000,2604,18228000,2020-12-29,2021-01-01,PEMA-HR1000
9275,2005500,PEMA023005600,5000,1896,9480000,2020-02-04,2020-02-07,PEMA-HR1000
9281,2005600,PEMA023011300,10000,1897,18970000,2020-02-04,2020-02-07,PEMA-HR1000
9287,2005800,PEMA013124800,5000,1899,9495000,2020-02-04,2020-02-07,PEMA-HR1000
9293,2006200,PEMA013022400,8050,1903,15319150,2020-02-04,2020-02-07,PEMA-HR1000
9299,2006400,PEMA013130800,7000,1905,13335000,2020-02-04,2020-02-07,PEMA-HR1000
9305,2007000,PEMA053901700,10000,1914,19140000,2020-02-04,2020-02-07,PEMA-HR1500
9306,2003200,PEMA053901700,10000,2369,23690000,2020-02-18,2020-02-21,PEMA-HR1500
9316,2003200,PEMA053901700,10000,2369,23690000,2020-12-11,2020-12-14,PEMA-HR1500
9317,2007302,TSN4012020803,10000,1917,19170000,2020-02-04,2020-02-07,PEMA-SN400
9323,2007400,TSN4012006104,10000,1918,19180000,2020-02-04,2020-02-07,PEMA-SN400
9329,2007700,PEMA043005600,5000,1921,9605000,2020-02-04,2020-02-07,PEMA-SR2000
9335,2001200,PEMA043128800,10000,1924,19240000,2020-02-04,2020-02-07,PEMA-SR3000F
9341,2001700,PEMA033063700,5000,1929,9645000,2020-02-05,2020-02-07,PEMA-HR1000
9342,2007700,PEMA033063700,5000,1992,9960000,2020-02-07,2020-02-08,PEMA-HR1000
9357,2005600,PEMA033063700,10000,2607,26070000,2020-12-19,2020-12-22,PEMA-HR1000
9358,2005600,PEMA033063700,10000,2607,26070000,2020-12-29,2021-01-01,PEMA-HR1000
9359,2001800,PEMA013036500,1500,1930,2895000,2020-02-05,2020-02-07,PEMA-HR1000
9365,2002300,TSN4012006108,10000,1934,19340000,2020-02-05,2020-02-07,PEMA-SN400
9371,2002500,PEMA033007400,5000,1936,9680000,2020-02-05,2020-02-07,PEMA-SR3000F
9377,2002800,PEMA023024101,10000,1939,19390000,2020-02-07,2020-02-07,CSA5000
9383,2002900,PEMA033003100,10000,1940,19400000,2020-02-07,2020-02-07,CSA5000
9389,2003000,PEMA043040601,10000,1941,19410000,2020-02-07,2020-02-07,CSA5000
9395,2003100,PEMA013023500,10000,1942,19420000,2020-02-07,2020-02-07,CSA5000
9401,2003200,PEMA013015900,10000,1943,19430000,2020-02-07,2020-02-07,PEMA-HR1000
9407,2003300,PEMA013035303,5000,1944,9720000,2020-02-07,2020-02-07,PEMA-HR1000
9413,2003400,PEMA023069403,5000,1945,9725000,2020-02-07,2020-02-07,PEMA-HR1000
9419,2003700,PEMA023056800,10000,1948,19480000,2020-02-07,2020-02-07,PEMA-HR1000
9425,2003900,PEMA013035311,6000,1950,11700000,2020-02-07,2020-02-07,PEMA-HR1000
9431,2004104,PEMA043060400,10000,1953,19530000,2020-02-07,2020-02-07,PEMA-HR1500
9437,2004400,PEMA013085800,4000,1956,7824000,2020-02-07,2020-02-07,PEMA-PR1000
9443,2004800,PEMA013125900,1000,1960,1960000,2020-02-07,2020-02-07,PEMA-SP1000
9444,2004901,PEMA013125900,1000,1961,1961000,2020-02-07,2020-02-07,PEMA-SP1000
9455,2005100,PEMA053006900,10000,1963,19630000,2020-02-05,2020-02-07,PEMA-SR3000F
9456,2006700,PEMA053006900,10000,2266,22660000,2020-02-13,2020-02-16,PEMA-SR3000F
9466,2006700,PEMA053006900,10000,2266,22660000,2020-12-06,2020-12-09,PEMA-SR3000F
